Corporation,Main,Labels
Randstad Hungary Kft,IT Project manager (Kecskemét),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Senior C++ developer (Magyarország),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Front-end Developer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Senior Internet Analyst (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Junior UI fejlesztő (Angular & .NET) (Magyarország),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,IT Recruiter (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,BI Analyst (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Senior Python Software Engineer (Magyarország),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Java Software Engineer (in Platform Engineering) (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Randstad Hungary Kft,Junior Analyst (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Frontend Software Engineer (Magyarország),5+ év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Java developer (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office"
Hays Hungary Kft.,Full-stack developer C#/Angular - Medior (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Lead Test Engineer (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Randstad Hungary Kft,Full Stack Developer (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;OKJ;teljes munkaidő;távmunka, home office"
EasyHiring Services Kft.,SAP PP Analyst (Magyarország),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,SAP Project Coordinator (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,NC Programozó (Gyula),3 - 5 év tapasztalat;beosztott;OKJ;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,SAP Technical Expert (Archiving) (Magyarország),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Hays Hungary Kft.,Embedded SW Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Java server/client Software Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Java Developer (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Randstad Hungary Kft,Software Test Engineer (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Randstad Hungary Kft,Development Engineer (FMEA) (Eger),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,SAP IT Application consultant Controlling (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Senior Data Engineer (Budapest),5+ év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - felsőfokú
Hays Hungary Kft.,Senior Angular Frontend Developer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Backend Developer (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - felsőfokú;német - felsőfokú"
Hays Hungary Kft.,Rendszerfejlesztő mérnök (Budapest),1 - 2 év tapasztalat;pályakezdő /tapasztalat nélkül;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Trenkwalder Kft.,Service Management Specialist (Budapest),"5+ év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Hays Hungary Kft.,Slovak / Polish IT Support (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú;szlovák - középfokú;lengyel - középfokú
EasyHiring Services Kft.,Software Development Engineer For IOT Testbenches (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Hays Hungary Kft.,SAP Master Data Specialist (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Angular Frontend Developer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,SAP Manufacturing module support (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,System administrator (german speaking) (Magyarország),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Randstad Hungary Kft,Szoftvertesztelő mérnök - Beágyazott rendszerek (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,RPA Developer (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,"Staff Software Engineer (React, Golang, AWS) (Budapest)",5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,SAP Master Data Application Consultant (Budapest),"3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Randstad Hungary Kft,Java Software Engineer (in Platform Engineering) (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,Sustainability Business Analyst (Power BI) (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,SAP SD Consultant/Analyst (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Trenkwalder Kft.,Fejlesztési csapatvezető (Debrecen),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - felsőfokú"
EasyHiring Services Kft.,Operations Manager (Hajdú-Bihar megye),5+ év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,DevOps Engineer in Platform Engineering (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Randstad Hungary Kft,Advanced IT Audit Analyst (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - felsőfokú"
EasyHiring Services Kft.,Játéktesztelő (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,diagnosztikai rendszertervező mérnök (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Integration Platform Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Contract Specialist (Budapest),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Embedded Software Test Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Java_JavaScript Developer (Budapest),"1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
EasyHiring Services Kft.,power plant software engineer (Magyarország),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Medior / Senior Java fejlesztő (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Specialist IT PA Governance & Strategy (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Hardverfejlesztő mérnök (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Cplace Java Developer (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Medior/Senior Software Engineer (.Net) (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,francia/olasz/német/lengyel/holland nyelven beszélő IT Helpdesk munkatárs (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office"
Hays Hungary Kft.,IT Operations Administrator (Jász-Nagykun-Szolnok megye),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Rendszermérnök (Veszprém),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Development Test Engineer (Pest megye),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Medior/Senior .NET Developer (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Senior Service Operations Engineer (Debrecen),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Rendszerszervező (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,C++ Team Lead (Budapest),"5+ év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Randstad Hungary Kft,Backend Engineer (Scala) - protect team (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,ERP programozó (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Maintenance Engineer (Magyarország),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Test Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Test Engineer (Budapest),"1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Hays Hungary Kft.,German Speaking Service Desk Specialist (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;német - középfokú
Hays Hungary Kft.,Frontend Software Engineer (Angular) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,SAP Basis Engineer (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Junior platform monitoring network engineer (Budapest),pályakezdő /tapasztalat nélkül;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Trenkwalder Kft.,C# fejlesztő (Debrecen),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office"
EasyHiring Services Kft.,Project Manager - Project Data Structure & Processes (Magyarország),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,IT Portal Business Analyst (junior) (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Hays Hungary Kft.,Security Tech Professional (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,SAP BW/4HANA supporter (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,PHP & Javascript Full-stack fejlesztő (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Data Transmits Engineer (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Senior C# fejlesztő (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,Senior Java Fejlesztő (Debrecen),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hire-One Személyzeti Tanácsadó Kft.,IT Business System Specialist (Székesfehérvár),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Medior Linux Rendszergazda (Magyarország),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő
EasyHiring Services Kft.,IT specialist (Tiszaújváros),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Embedded Software Engineer (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Hays Hungary Kft.,Senior Embedded Software Engineer (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Head of Product (Budapest),5+ év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
EasyHiring Services Kft.,Senior Full Stack .NET Developer (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Toborzási Tanácsadó IT fókusszal (Budapest),"1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú;angol - felsőfokú"
Randstad Hungary Kft,Junior PHP Developer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Cloud Software Engineer (with .NET) (Budapest),"3 - 5 év tapasztalat;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Hays Hungary Kft.,Aphex fejlesztő (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - felsőfokú
Hays Hungary Kft.,Dutch speaking IT support (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office"
EasyHiring Services Kft.,O365 Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;Középfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,IT Specialist (Tiszaújváros),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
EasyHiring Services Kft.,Full-stack developer (node.js) (Budapest),"3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Randstad Hungary Kft,Java server/client Software Engineer (Budapest),"1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
